Nº holes / Nº filaments;Diameter (mm);L/D;Filter (um);Sand quantity (cm);Support;Vpump (rpm);Vext (rpm);TE1 (°C);TE2 (°C);TD(°C);PD(bar);PE(bar);VTO (m/min);VG1(m/min);VG2(m/min);Vwinder (m/min);Winder tension (N);Tg1(°C);Tg3(°C);Quench (%);Spin. F (rmp);Height (m);Count (dtex);Tenacity (g/den);Elongation (%);Sand size min (um);Sand size max (um);Material;Cluster
72.0;0.35;2.0;60.0;2.0;2.0;11.9;30.0;185.8;60.0;295.0;300.0;305.0;2700.0;1512.4958333333334;2132.270833333333;2800.0;20.0;85.53254437869822;111.51612903225806;10.0;18.0;1.25;120;2.73;123.67;500.0;355.0;Reclado químico VELOR;cluster4
72.0;0.35;2.0;60.0;2.0;2.0;12.5;30.0;185.8;60.0;295.0;300.0;305.0;2700.0;1512.4958333333334;2132.270833333333;2800.0;20.0;85.53254437869822;111.51612903225806;10.0;18.0;1.25;135;2.67;128.67;500.0;355.0;Reclado químico VELOR;cluster4
72.0;0.35;2.0;60.0;2.0;2.0;12.4;30.0;185.8;60.0;295.0;300.0;305.0;2700.0;1512.4958333333334;2132.270833333333;2800.0;20.0;85.53254437869822;111.51612903225806;10.0;18.0;1.25;134;2.86;133.0;500.0;355.0;Reclado químico VELOR;cluster4
72.0;0.35;2.0;60.0;2.0;2.0;11.9;61.0;128.7;60.0;310.0;315.0;320.0;2700.0;1512.4958333333334;2132.270833333333;2800.0;20.0;85.53254437869822;111.51612903225806;10.0;18.0;1.25;136;2.33;141.0;500.0;355.0;Reclado químico VELOR;cluster4
72.0;0.35;2.0;60.0;2.0;2.0;11.7;65.0;127.0;60.0;310.0;315.0;320.0;2700.0;1512.4958333333334;2132.270833333333;2800.0;20.0;85.53254437869822;111.51612903225806;10.0;18.0;1.25;137;2.43;153.0;500.0;355.0;Reclado químico VELOR;cluster4
72.0;0.35;2.0;60.0;2.0;2.0;11.5;65.0;127.0;60.0;310.0;315.0;320.0;2700.0;1512.4958333333334;2132.270833333333;2800.0;20.0;85.53254437869822;111.51612903225806;10.0;18.0;1.25;135;2.37;155.67;500.0;355.0;Reclado químico VELOR;cluster4
72.0;0.6;4.0;105.0;2.5633187772925763;35.612648221343875;22.0;46.4;22.7;90.0;245.0;245.0;250.0;900.0;1000.0;2300.0;2830.0;17.035897435897436;50.0;77.0;30.0;20.0;2.1;182;1.86;176.67;560.5744680851063;375.3404255319149;PE ASPUN;cluster-1
72.0;0.6;4.0;105.0;2.5633187772925763;35.612648221343875;21.5;46.4;21.2;90.0;245.0;245.0;250.0;900.0;1050.0;2350.0;2910.0;17.035897435897436;50.0;77.0;25.0;20.0;2.1;135;2.07;162.0;560.5744680851063;375.3404255319149;PE ASPUN;cluster4
72.0;0.6;4.0;105.0;2.5633187772925763;35.612648221343875;21.5;46.4;21.2;90.0;245.0;245.0;250.0;600.0;1050.0;2500.0;2920.0;17.035897435897436;50.0;77.0;35.0;20.0;2.1;141;2.18;153.33;560.5744680851063;375.3404255319149;PE ASPUN;cluster4
72.0;0.6;4.0;105.0;2.5633187772925763;35.612648221343875;20.5;46.4;21.2;90.0;245.0;245.0;250.0;600.0;1050.0;2500.0;2920.0;17.035897435897436;50.0;77.0;35.0;20.0;2.1;145;2.17;151.78;560.5744680851063;375.3404255319149;PE ASPUN;cluster4
72.0;0.6;4.0;105.0;2.5633187772925763;35.612648221343875;25.0;48.18;27.6;90.0;245.0;245.0;250.0;800.0;900.0;2700.0;3005.0;17.035897435897436;50.0;77.0;45.0;20.0;2.1;157;2.1;143.0;560.5744680851063;375.3404255319149;PE ASPUN;cluster4
72.0;0.6;4.0;105.0;2.5633187772925763;35.612648221343875;25.0;45.0;27.0;75.0;245.0;245.0;250.0;600.0;1000.0;2550.0;2855.0;14.0;70.0;50.0;35.0;24.0;1.8;170;1.65;161.7;560.5744680851063;375.3404255319149;PE ASPUN;cluster-1
72.0;0.6;4.0;105.0;2.5633187772925763;35.612648221343875;25.0;45.0;32.3;75.0;245.0;245.0;250.0;800.0;900.0;2700.0;3005.0;13.0;35.0;55.0;35.0;22.0;2.1;155;2.15;162.3;560.5744680851063;375.3404255319149;PE ASPUN;cluster4
72.0;0.6;4.0;105.0;2.5633187772925763;35.612648221343875;25.0;45.0;32.3;75.0;245.0;245.0;250.0;1350.0;1400.0;2900.0;3005.0;13.0;50.0;70.0;35.0;22.0;2.1;165;1.91;190.0;560.5744680851063;375.3404255319149;PE ASPUN;cluster-1
72.0;0.6;4.0;105.0;2.5633187772925763;35.612648221343875;22.0;45.0;29.0;75.0;245.0;245.0;250.0;650.0;750.0;2900.0;3020.0;12.0;50.0;70.0;35.0;22.0;2.1;142;2.32;83.56;560.5744680851063;375.3404255319149;PE ASPUN;cluster-1
72.0;0.6;4.0;105.0;2.5633187772925763;35.612648221343875;22.5;45.0;31.0;75.0;245.0;245.0;250.0;650.0;750.0;2900.0;3020.0;12.0;50.0;70.0;35.0;22.0;2.1;150;2.22;101.89;560.5744680851063;375.3404255319149;PE ASPUN;cluster2
72.0;0.6;4.0;105.0;2.0;2.0;22.5;47.0;16.3;87.4;218.0;215.0;220.0;500.0;700.0;1950.0;2135.0;10.0;50.0;70.0;42.0;22.0;1.9;200;1.3;110.67;850.0;500.0;SABIC M200024;cluster-1
72.0;0.6;4.0;105.0;2.0;2.0;22.5;35.0;28.7;36.6;218.0;215.0;220.0;650.0;850.0;2250.0;2940.0;10.0;55.0;75.0;10.0;20.0;1.9;166;2.1;124.33;850.0;500.0;SABIC M200056;cluster2
72.0;0.6;4.0;105.0;2.0;2.0;20.0;35.0;20.7;65.0;218.0;215.0;220.0;650.0;730.0;2000.0;2835.0;10.0;65.0;85.0;20.0;20.0;1.9;135;2.49;65.67;850.0;500.0;SABIC M200056;cluster-1
72.0;0.6;4.0;105.0;2.0;2.0;22.5;40.0;51.9;85.0;218.0;215.0;220.0;650.0;730.0;2000.0;2835.0;10.0;65.0;85.0;45.0;20.0;1.9;170;2.0;110.0;850.0;500.0;SABIC M200056;cluster2
72.0;0.6;4.0;105.0;2.0;2.0;22.5;40.0;56.0;64.2;218.0;215.0;220.0;650.0;730.0;2000.0;2610.0;10.0;65.0;85.0;45.0;20.0;1.9;190;1.85;103.93;850.0;500.0;SABIC M200056;cluster-1
72.0;0.6;4.0;105.0;2.0;2.0;30.0;45.0;74.9;56.1;218.0;215.0;220.0;650.0;730.0;2250.0;2610.0;8.0;65.0;85.0;55.0;20.0;1.9;200;2.2;123.68;850.0;500.0;SABIC M200056;cluster1
72.0;0.6;4.0;105.0;2.0;2.0;30.0;45.0;74.9;56.1;218.0;215.0;220.0;650.0;730.0;2350.0;3000.0;8.0;65.0;85.0;55.0;20.0;1.9;196;2.27;112.67;850.0;500.0;SABIC M200056;cluster1
72.0;0.3;2.0;90.0;2.0;2.0;20.0;44.0;58.0;70.0;235.0;240.0;240.0;2500.0;1512.4958333333334;2132.270833333333;2600.0;17.035897435897436;85.53254437869822;111.51612903225806;40.0;20.0;1.65;235;2.1;85.0;500.0;355.0;PLA + CaCO3;cluster1
72.0;0.3;2.0;90.0;2.0;2.0;19.0;42.0;52.0;70.0;235.0;240.0;240.0;2500.0;1512.4958333333334;2132.270833333333;2600.0;17.035897435897436;85.53254437869822;111.51612903225806;40.0;20.0;1.65;230;2.05;85.0;500.0;355.0;PLA + CaCO3;cluster1
72.0;0.3;2.0;90.0;2.0;2.0;18.0;40.0;46.0;70.0;235.0;240.0;240.0;2500.0;1512.4958333333334;2132.270833333333;2600.0;17.035897435897436;85.53254437869822;111.51612903225806;40.0;20.0;1.65;215;2.1;85.0;500.0;355.0;PLA + CaCO3;cluster1
72.0;0.3;2.0;90.0;2.0;2.0;18.0;42.0;52.0;70.0;235.0;240.0;240.0;2500.0;1512.4958333333334;2132.270833333333;2600.0;17.035897435897436;85.53254437869822;111.51612903225806;40.0;20.0;1.65;220;1.9;80.0;500.0;355.0;PLA + CaCO3;cluster1
72.0;0.2;2.0;60.0;2.0;2.0;14.0;52.01126865671642;150.0;70.0;259.1542288557214;140.11641791044778;290.0;2809.0;1512.4958333333334;2132.270833333333;2970.0;17.035897435897436;85.53254437869822;111.51612903225806;39.583541147132166;19.83084577114428;1.5065989847715735;145;1.71;236.0;500.0;355.0;rPET;cluster-1
72.0;0.2;2.0;60.0;2.0;2.0;13.0;52.01126865671642;150.0;70.0;259.1542288557214;140.11641791044778;295.0;2866.0;1512.4958333333334;2132.270833333333;2970.0;17.035897435897436;85.53254437869822;111.51612903225806;39.583541147132166;19.83084577114428;1.5065989847715735;131;2.15;143.71;500.0;355.0;rPET;cluster4
72.0;0.3;2.0;30.0;3.0;2.0;14.0;58.7;109.3;100.0;285.0;290.0;295.0;2810.0;1512.4958333333334;2132.270833333333;2960.0;17.035897435897436;85.53254437869822;111.51612903225806;20.0;18.0;1.3;140;2.8;140.0;500.0;355.0;rPET;cluster4
72.0;0.3;2.0;90.0;2.0;2.0;18.0;40.0;50.0;70.0;235.0;240.0;240.0;2500.0;1512.4958333333334;2132.270833333333;2600.0;17.035897435897436;85.53254437869822;111.51612903225806;40.0;20.0;1.65;200;1.9;90.0;500.0;355.0;PLA + CaCO3;cluster1
72.0;0.3;2.0;90.0;2.0;2.0;19.5;43.0;50.0;70.0;235.0;240.0;240.0;2530.0;1512.4958333333334;2132.270833333333;2630.0;17.035897435897436;85.53254437869822;111.51612903225806;40.0;20.0;1.65;220;1.7;95.0;500.0;355.0;PLA + CaCO3;cluster1
72.0;0.3;2.0;90.0;2.0;2.0;19.5;41.0;50.0;70.0;235.0;240.0;240.0;2550.0;1512.4958333333334;2132.270833333333;2650.0;17.035897435897436;85.53254437869822;111.51612903225806;40.0;20.0;1.65;220;1.7;100.0;500.0;355.0;PLA + CaCO3;cluster-1
72.0;0.3;2.0;90.0;2.0;2.0;13.0;70.0;69.3;90.7;290.0;295.0;295.0;2800.0;1512.4958333333334;2132.270833333333;2923.0;13.0;85.53254437869822;111.51612903225806;39.583541147132166;18.0;1.5;133;2.16;128.0;500.0;355.0;MP1924 + 0.3 TiO2;cluster4
72.0;0.3;2.0;90.0;2.0;2.0;14.0;45.0;154.8;111.2;305.0;305.0;305.0;2780.0;1512.4958333333334;2132.270833333333;2923.0;22.0;85.53254437869822;111.51612903225806;10.0;16.0;1.6;136;2.62;130.67;500.0;355.0;MP1925 + 0.3 TiO2;cluster4
72.0;0.3;2.0;90.0;2.0;2.0;14.5;45.0;169.2;115.4;305.0;305.0;305.0;2740.0;1512.4958333333334;2132.270833333333;2840.0;16.0;85.53254437869822;111.51612903225806;10.0;16.0;1.5;148;2.9;147.0;500.0;355.0;MP1925 + 0.3 TiO2;cluster4
