Nº holes / Nº filaments;Diameter (mm);L/D;Filter (um);Sand quantity (cm);Support;Vpump (rpm);Vext (rpm);TE1 (°C);TE2 (°C);TD(°C);PD(bar);PE(bar);VTO (m/min);VG1(m/min);VG2(m/min);Vwinder (m/min);Winder tension (N);Tg1(°C);Tg3(°C);Quench (%);Spin. F (rmp);Height (m);Count (dtex);Tenacity (g/den);Elongation (%);Sand size min (um);Sand size max (um);Material;Cluster
36.0;0.3;2.0;90.0;4.0;2.0;14.0;43.7;260.0;188.5233082706767;280.0;113.4;60.0;2880.0;1512.4958333333334;2132.270833333333;3000.0;18.0;85.53254437869822;111.51612903225806;30.0;20.0;1.3;140;1.7;136.3;500.0;355.0;rPET DEC + rPET;cluster4
36.0;0.3;2.0;90.0;4.0;2.0;13.0;42.0;260.0;188.5233082706767;280.0;95.0;60.0;2880.0;1512.4958333333334;2132.270833333333;3000.0;18.0;85.53254437869822;111.51612903225806;30.0;10.0;1.15;130;1.76;140.8;500.0;355.0;rPET DEC + rPET;cluster4
36.0;0.3;2.0;90.0;4.0;2.0;8.5;38.0;260.0;188.5233082706767;280.0;64.0;60.0;2880.0;1512.4958333333334;2132.270833333333;3000.0;18.0;85.53254437869822;111.51612903225806;30.0;10.0;1.15;90;1.67;119.7;500.0;355.0;rPET DEC + rPET;cluster-1
36.0;0.3;2.0;90.0;4.0;2.0;12.0;30.0;250.0;260.0;260.0;96.0;60.0;2866.0;1512.4958333333334;2132.270833333333;3000.0;17.035897435897436;85.53254437869822;111.51612903225806;50.0;20.0;1.8;120;1.34;143.0;500.0;355.0;rPET DEC + rPET (50%/50%);cluster4
96.0;0.3;2.0;30.0;1.0;2.0;14.0;26.0;165.0;180.0;195.0;98.0;70.0;1301.0;1424.0;1850.0;2040.0;25.0;44.0;72.0;30.0;16.0;1.3;180;1.7;24.0;500.0;355.0;PHB DANIMER;cluster-1
96.0;0.3;2.0;30.0;1.0;2.0;19.5;28.0;165.0;180.0;200.0;106.0;70.0;2100.0;2224.0;2700.0;2840.0;15.0;45.0;72.0;30.0;18.0;1.3;180;1.55;32.0;500.0;355.0;PHB DANIMER;cluster5
48.0;0.4;4.0;90.0;2.5633187772925763;35.612648221343875;14.0;25.0;255.0;260.0;280.0;57.0;75.0;1976.0;1512.4958333333334;2132.270833333333;2055.0;18.0;85.53254437869822;111.51612903225806;25.0;19.0;1.36;180;0.95;24.4;560.5744680851063;375.3404255319149;ZK5HF PMMA;cluster5
48.0;0.4;4.0;90.0;2.5633187772925763;35.612648221343875;17.0;29.0;255.0;260.0;278.0;63.0;75.0;2485.0;1512.4958333333334;2132.270833333333;2575.0;17.0;85.53254437869822;111.51612903225806;25.0;16.0;1.4;180;1.05;24.0;560.5744680851063;375.3404255319149;ZK5HF PMMA;cluster5
48.0;0.4;4.0;90.0;2.5633187772925763;35.612648221343875;17.0;42.0;260.0;270.0;280.0;39.7;75.0;2485.0;1512.4958333333334;2132.270833333333;2575.0;17.0;85.53254437869822;111.51612903225806;25.0;16.0;1.35;178;1.0;21.0;560.5744680851063;375.3404255319149;ZK6HF PMMA;cluster5
72.0;0.4;4.0;60.0;2.5633187772925763;35.612648221343875;16.0;37.0;220.0;230.0;260.0;43.5;60.0;802.0;949.0;1951.0;2180.0;19.0;65.0;120.0;80.0;16.0;2.1;140;3.23;77.33;560.5744680851063;375.3404255319149;PP + 07%Amarillo + 2%UV 792930;cluster7
72.0;0.4;4.0;60.0;2.5633187772925763;35.612648221343875;16.0;37.0;220.0;230.0;260.0;43.5;60.0;602.0;749.0;1951.0;2180.0;19.0;65.0;120.0;80.0;16.0;2.1;140;3.44;67.44;560.5744680851063;375.3404255319149;PP + 07%Amarillo + 2%UV 792930;cluster7
72.0;0.4;4.0;60.0;2.5633187772925763;35.612648221343875;16.0;40.0;220.0;230.0;260.0;40.2;60.0;602.0;749.0;1951.0;2165.0;19.0;65.0;120.0;80.0;16.0;2.1;140;3.52;63.89;560.5744680851063;375.3404255319149;PP + 07%Amarillo + 2%UV 792930 + 4%FR LXR935;cluster7
72.0;0.4;4.0;60.0;2.5633187772925763;35.612648221343875;16.5;36.0;220.0;230.0;260.0;56.0;60.0;602.0;749.0;1951.0;2165.0;19.0;65.0;120.0;80.0;16.0;2.1;140;3.27;54.4;560.5744680851063;375.3404255319149;PP + 07%Rojo + 2%UV 792930;cluster7
72.0;0.4;4.0;60.0;2.5633187772925763;35.612648221343875;16.5;55.0;220.0;230.0;260.0;50.0;60.0;602.0;749.0;1951.0;2165.0;19.0;65.0;120.0;80.0;16.0;2.1;140;3.37;76.4;560.5744680851063;375.3404255319149;PP + 07%Rojo + 2%UV 792930 + 4% FR LXR935;cluster7
72.0;0.3;2.0;178.0;2.0;2.0;22.0;62.0;275.0;285.0;295.0;145.0;60.0;699.0;749.0;1350.0;2580.0;17.035897435897436;90.0;130.0;85.0;16.0;1.4;250;2.6;30.0;500.0;355.0;rPET + 2% Amarillo;cluster-1
72.0;0.3;2.0;178.0;2.0;2.0;22.0;62.0;275.0;285.0;295.0;140.0;60.0;699.0;749.0;1500.0;2760.0;17.035897435897436;90.0;130.0;85.0;16.0;1.4;250;3.0;26.0;500.0;355.0;rPET + 2% Amarillo;cluster-1
72.0;0.3;2.0;90.0;3.0;2.0;14.0;44.0;265.0;275.0;390.0;110.3;70.0;2690.0;1512.4958333333334;2132.270833333333;2800.0;17.035897435897436;85.53254437869822;111.51612903225806;30.0;18.0;1.3;145;2.3;104.0;500.0;355.0;rPET;cluster4
72.0;0.3;2.0;90.0;3.0;2.0;13.0;49.0;265.0;275.0;390.0;100.8;70.0;2690.0;1512.4958333333334;2132.270833333333;2800.0;17.035897435897436;85.53254437869822;111.51612903225806;30.0;18.0;1.3;137;2.4;120.0;500.0;355.0;rPET;cluster4
72.0;0.3;2.0;90.0;3.0;2.0;12.5;62.0;270.0;280.0;390.0;98.0;70.0;2690.0;1512.4958333333334;2132.270833333333;2800.0;17.035897435897436;85.53254437869822;111.51612903225806;30.0;18.0;1.3;135;2.35;115.0;500.0;355.0;rPET;cluster4
72.0;0.3;2.0;60.0;3.0;2.0;14.0;58.0;270.0;275.0;295.0;114.4;70.0;2700.0;1512.4958333333334;2132.270833333333;2800.0;17.035897435897436;85.53254437869822;111.51612903225806;30.0;20.0;1.3;150;2.62;114.8;500.0;355.0;rPET Batch 1;cluster4
72.0;0.3;2.0;60.0;3.0;2.0;12.0;58.4;270.0;275.0;295.0;99.2;70.0;2700.0;1512.4958333333334;2132.270833333333;2800.0;17.035897435897436;85.53254437869822;111.51612903225806;30.0;20.0;1.3;130;2.59;115.0;500.0;355.0;rPET Batch 1;cluster4
48.0;0.4;4.0;90.0;2.5633187772925763;35.612648221343875;14.0;33.0;190.0;195.0;210.0;28.0;70.0;2401.0;1512.4958333333334;2132.270833333333;2520.0;17.035897435897436;85.53254437869822;111.51612903225806;40.0;23.0;1.3;170;0.64;130.0;560.5744680851063;375.3404255319149;TPE + 10% Plastificante;cluster12
48.0;0.4;4.0;90.0;2.5633187772925763;35.612648221343875;14.0;33.0;190.0;195.0;210.0;28.0;70.0;2700.0;1512.4958333333334;2132.270833333333;2850.0;17.035897435897436;85.53254437869822;111.51612903225806;80.0;25.0;1.8;150;0.7;114.8;560.5744680851063;375.3404255319149;TPE + 10% Plastificante;cluster12
36.0;0.3;2.0;90.0;4.0;2.0;14.0;54.0;250.0;260.0;260.0;171.0;60.0;2866.0;1512.4958333333334;2132.270833333333;3000.0;17.035897435897436;85.53254437869822;111.51612903225806;40.0;20.0;1.5;135;1.6;118.8;500.0;355.0;rPET DECATHLON;cluster4
36.0;0.3;2.0;90.0;3.0;2.0;14.0;62.0;260.0;265.0;270.0;91.8;60.0;2866.0;1512.4958333333334;2132.270833333333;3000.0;17.035897435897436;85.53254437869822;111.51612903225806;60.0;20.0;1.55;140;1.45;130.8;500.0;355.0;rPET 50/50;cluster4
36.0;0.3;2.0;90.0;3.0;2.0;13.5;61.0;260.0;265.0;272.0;86.5;60.0;2866.0;1512.4958333333334;2132.270833333333;3000.0;17.035897435897436;85.53254437869822;111.51612903225806;60.0;20.0;1.55;135;1.45;133.9;500.0;355.0;rPET 50/50;cluster4
36.0;0.3;2.0;90.0;3.0;2.0;13.0;67.0;260.0;265.0;272.0;80.8;60.0;2866.0;1512.4958333333334;2132.270833333333;3000.0;17.035897435897436;85.53254437869822;111.51612903225806;60.0;20.0;1.55;130;1.49;140.0;500.0;355.0;rPET 50/50;cluster4
72.0;0.3;2.0;60.0;2.5633187772925763;35.612648221343875;15.0;70.0;250.0;260.0;270.0;46.2;60.0;2866.0;1512.4958333333334;2132.270833333333;3000.0;20.0;85.53254437869822;111.51612903225806;60.0;20.0;1.3;150;1.72;104.0;560.5744680851063;375.3404255319149;100% NEGOMBO SIN COLOR;cluster4
48.0;0.4;2.0;90.0;6.0;178.0;25.0;50.0;240.0;250.0;265.0;200.0;50.0;2886.0;1512.4958333333334;2132.270833333333;2990.0;21.0;85.53254437869822;111.51612903225806;40.0;15.0;1.5;270;2.2;143.4;500.0;355.0;PEF 75:25 (0560:0491);cluster-1
48.0;0.4;2.0;90.0;6.0;178.0;26.5;50.0;240.0;250.0;265.0;222.0;50.0;2886.0;1512.4958333333334;2132.270833333333;2990.0;21.0;85.53254437869822;111.51612903225806;40.0;15.0;1.5;295;2.15;142.0;500.0;355.0;PEF 75:25 (0560:0491);cluster-1
48.0;0.4;2.0;90.0;6.0;178.0;30.5;52.0;240.0;250.0;270.0;217.0;50.0;3390.0;1512.4958333333334;2132.270833333333;3500.0;21.0;85.53254437869822;111.51612903225806;50.0;16.0;1.6;290;2.31;131.4;500.0;355.0;PEF 75:25 (0560:0491);cluster-1
48.0;0.4;2.0;90.0;6.0;178.0;35.0;36.0;240.0;250.0;275.0;201.0;50.0;3890.0;1512.4958333333334;2132.270833333333;4000.0;21.0;85.53254437869822;111.51612903225806;70.0;16.0;1.6;295;2.31;108.3;500.0;355.0;PEF 75:25 (0560:0491);cluster-1
48.0;0.4;2.0;90.0;2.0;178.0;17.0;40.8;240.0;250.0;260.0;170.0;50.0;3903.0;1512.4958333333334;2132.270833333333;4000.0;12.0;85.53254437869822;111.51612903225806;50.0;16.0;1.6;135;2.87;97.0;500.0;355.0;PEF 75:25 (0560:0491);cluster13
48.0;0.4;2.0;90.0;2.0;178.0;13.6;38.0;240.0;250.0;260.0;170.0;50.0;3395.0;1512.4958333333334;2132.270833333333;3500.0;12.0;85.53254437869822;111.51612903225806;50.0;16.0;1.6;125;2.54;83.5;500.0;355.0;PEF 75:25 (0560:0491);cluster-1
48.0;0.4;2.0;90.0;2.0;178.0;13.6;35.0;240.0;250.0;260.0;153.0;50.0;3395.0;1512.4958333333334;2132.270833333333;3500.0;12.0;85.53254437869822;111.51612903225806;50.0;16.0;1.6;120;2.43;93.2;500.0;355.0;PEF 75:25 (0560:0491);cluster-1
48.0;0.4;2.0;90.0;1.0;35.612648221343875;13.0;32.0;270.0;280.0;290.0;230.0;80.0;3230.0;650.0;1750.0;2070.0;17.0;120.0;140.0;40.0;10.0;1.6;200;3.03;38.4;500.0;355.0;PET + PEF;cluster6
48.0;0.4;2.0;90.0;1.0;35.612648221343875;12.0;45.0;270.0;275.0;285.0;230.0;80.0;2900.0;650.0;1750.0;2995.0;13.0;120.0;140.0;50.0;15.0;1.6;125;2.85;86.2;500.0;355.0;PET + PEF;cluster13
48.0;0.4;2.0;90.0;1.0;35.612648221343875;12.0;45.0;275.0;285.0;290.0;230.0;80.0;2900.0;650.0;1750.0;2995.0;13.0;120.0;140.0;50.0;15.0;1.6;125;3.08;94.44;500.0;355.0;PET + PEF;cluster13
48.0;0.4;2.0;90.0;1.0;35.612648221343875;13.0;35.0;275.0;285.0;290.0;230.0;80.0;2900.0;650.0;1750.0;2995.0;13.0;120.0;140.0;50.0;15.0;1.6;135;2.9;93.5;500.0;355.0;PET + PEF;cluster13
36.0;0.3;2.0;90.0;3.0;178.0;13.0;61.0;268.0;273.0;278.0;76.0;60.0;2876.0;1512.4958333333334;2132.270833333333;3005.0;17.035897435897436;85.53254437869822;111.51612903225806;30.0;16.0;1.5;130;1.64;141.3;500.0;355.0;30/70 (Color/rPET);cluster4
48.0;0.3;2.0;60.0;4.0;2.0;20.0;62.0;280.0;290.0;295.0;267.0;60.0;3000.0;1512.4958333333334;2132.270833333333;3100.0;17.035897435897436;85.53254437869822;111.51612903225806;40.0;30.0;1.1;190;2.32;132.1;500.0;355.0;PES SEMI-MAT;cluster-1
48.0;0.3;2.0;60.0;4.0;2.0;20.0;55.0;280.0;290.0;295.0;344.0;60.0;3000.0;1512.4958333333334;2132.270833333333;3100.0;17.035897435897436;85.53254437869822;111.51612903225806;40.0;30.0;1.1;190;2.44;120.7;500.0;355.0;PES GRAFENO 5000 ppm;cluster1
48.0;0.3;2.0;60.0;4.0;2.0;20.0;71.0;265.0;270.0;285.0;201.0;60.0;3000.0;1512.4958333333334;2132.270833333333;3100.0;17.035897435897436;85.53254437869822;111.51612903225806;40.0;30.0;1.1;195;1.94;128.2;500.0;355.0;PES GRAFENO 10000 ppm;cluster-1
72.0;0.4;4.0;105.0;2.0;2.0;28.0;44.0;200.0;200.0;205.0;347.0;60.0;500.0;720.0;1000.0;1050.0;2.0;60.0;111.51612903225806;80.0;30.0;2.1;170;0.41;292.8;850.0;500.0;PE PURELL GA7760 + 4% Aditivo;cluster-1
72.0;0.4;4.0;105.0;2.0;2.0;33.0;44.0;200.0;200.0;205.0;347.0;60.0;500.0;720.0;1000.0;1050.0;2.0;60.0;111.51612903225806;80.0;30.0;2.1;460;0.71;371.0;850.0;500.0;PE PURELL GA7760 + 4% Aditivo;cluster-1
72.0;0.6;4.0;105.0;2.0;2.0;42.0;57.0;200.0;200.0;205.0;336.0;60.0;550.0;800.0;1900.0;2180.0;2.0;60.0;50.0;100.0;30.0;2.1;415;1.47;147.0;850.0;500.0;PE PURELL GA7760 + 4% Aditivo;cluster-1
72.0;0.6;4.0;105.0;2.0;2.0;42.0;57.0;200.0;200.0;205.0;343.0;60.0;550.0;800.0;1900.0;2085.0;2.0;40.0;50.0;100.0;30.0;2.1;415;1.57;180.3;850.0;500.0;PE PURELL GA7760 + 4% Aditivo;cluster-1
72.0;0.6;4.0;105.0;2.0;2.0;42.0;57.0;200.0;200.0;205.0;343.0;60.0;550.0;800.0;1900.0;2045.0;22.0;40.0;50.0;100.0;30.0;2.1;415;1.51;170.3;850.0;500.0;PE PURELL GA7760 + 4% Aditivo;cluster-1
72.0;0.6;4.0;105.0;2.0;2.0;42.0;57.0;200.0;200.0;205.0;343.0;60.0;550.0;800.0;1900.0;2045.0;22.0;40.0;35.0;100.0;30.0;2.1;415;1.46;176.0;850.0;500.0;PE PURELL GA7760 + 4% Aditivo;cluster-1
72.0;0.6;4.0;105.0;2.0;2.0;42.0;57.0;200.0;200.0;205.0;343.0;60.0;550.0;800.0;1900.0;2045.0;22.0;40.0;70.0;100.0;30.0;2.1;415;1.28;192.3;850.0;500.0;PE PURELL GA7760 + 4% Aditivo;cluster-1
72.0;0.6;4.0;105.0;2.0;2.0;42.0;59.0;200.0;200.0;205.0;245.0;60.0;550.0;800.0;2350.0;2430.0;17.0;40.0;70.0;100.0;30.0;2.1;320;1.88;120.0;850.0;500.0;PE PURELL GA7760 + 4% Aditivo;cluster-1
36.0;0.3;2.0;90.0;3.0;178.0;13.0;45.0;270.0;275.0;280.0;203.0;60.0;2876.0;1512.4958333333334;2132.270833333333;3031.0;17.035897435897436;85.53254437869822;111.51612903225806;40.0;16.0;1.5;130;2.08;115.0;850.0;500.0;NEGOMBO WHITE 30% + rPET 70%;cluster4
36.0;0.3;2.0;90.0;3.0;178.0;13.0;45.0;275.0;278.0;285.0;167.0;60.0;2876.0;1512.4958333333334;2132.270833333333;3045.0;17.035897435897436;85.53254437869822;111.51612903225806;40.0;16.0;1.5;130;2.02;130.0;850.0;500.0;NEGOMBO WHITE 30% + rPET 70%;cluster4
36.0;0.3;2.0;90.0;3.0;2.0;14.0;40.0;275.0;280.0;298.0;200.0;75.0;2949.0;1512.4958333333334;2132.270833333333;3065.0;20.0;85.53254437869822;111.51612903225806;40.0;16.0;1.5;140;2.15;129.0;500.0;355.0;BATCH 2;cluster4
36.0;0.3;2.0;90.0;3.0;2.0;13.0;40.0;275.0;280.0;298.0;200.0;75.0;2949.0;1512.4958333333334;2132.270833333333;3065.0;20.0;85.53254437869822;111.51612903225806;40.0;16.0;1.5;125;2.2;130.0;500.0;355.0;BATCH 2;cluster4
36.0;0.3;2.0;90.0;3.0;2.0;13.5;40.0;275.0;280.0;295.0;207.0;75.0;2955.0;1512.4958333333334;2132.270833333333;3070.0;12.0;85.53254437869822;111.51612903225806;40.0;16.0;1.5;130;2.11;130.0;500.0;355.0;BATCH 2;cluster4
72.0;0.3;2.0;90.0;1.0;2.0;13.5;46.0;280.0;290.0;305.0;139.0;95.0;2954.0;1512.4958333333334;2132.270833333333;3068.0;16.0;85.53254437869822;111.51612903225806;40.0;20.0;1.35;135;2.22;126.0;500.0;355.0;BATCH 2;cluster4
72.0;0.3;2.0;90.0;1.0;2.0;13.2;45.0;280.0;290.0;305.0;130.0;95.0;2954.0;1512.4958333333334;2132.270833333333;3068.0;16.0;85.53254437869822;111.51612903225806;40.0;20.0;1.35;130;2.15;126.0;500.0;355.0;BATCH 2;cluster4
72.0;0.3;2.0;90.0;1.0;2.0;13.0;46.0;280.0;290.0;300.0;139.0;95.0;2880.0;1512.4958333333334;2132.270833333333;3000.0;18.0;85.53254437869822;111.51612903225806;40.0;20.0;1.3;130;2.3;130.0;500.0;355.0;BATCH 2;cluster4
72.0;0.3;2.0;90.0;1.0;2.0;13.0;46.0;280.0;290.0;300.0;139.0;95.0;2900.0;1512.4958333333334;2132.270833333333;3000.0;18.0;85.53254437869822;111.51612903225806;30.0;20.0;1.3;130;2.3;133.0;500.0;355.0;BATCH 2;cluster4
48.0;0.4;4.0;60.0;2.5633187772925763;35.612648221343875;10.0;51.0;275.0;285.0;285.0;47.0;80.0;1600.0;1650.0;1960.0;2330.0;17.035897435897436;135.0;140.0;30.0;15.0;1.4;85;2.0;20.0;560.5744680851063;375.3404255319149;TPX DX350;cluster14
48.0;0.4;4.0;60.0;2.5633187772925763;35.612648221343875;10.21;53.0;275.0;285.0;285.0;37.0;80.0;1600.0;1650.0;1960.0;2330.0;17.035897435897436;135.0;140.0;30.0;15.0;1.4;88;2.05;22.0;560.5744680851063;375.3404255319149;TPX DX350;cluster14
48.0;0.4;4.0;60.0;2.5633187772925763;35.612648221343875;9.5;51.0;275.0;285.0;285.0;42.0;80.0;920.0;1070.0;1638.0;2120.0;17.035897435897436;135.0;140.0;30.0;12.0;1.4;88;3.54;25.7;560.5744680851063;375.3404255319149;TPX DX350;cluster15
48.0;0.4;4.0;60.0;2.5633187772925763;35.612648221343875;9.5;51.0;275.0;285.0;285.0;42.0;80.0;950.0;1100.0;1670.0;2124.0;13.0;135.0;140.0;30.0;12.0;1.4;90;3.3;25.7;560.5744680851063;375.3404255319149;TPX DX350;cluster15
48.0;0.4;4.0;60.0;2.5633187772925763;35.612648221343875;9.5;51.0;275.0;285.0;285.0;42.0;80.0;960.0;1100.0;1680.0;2124.0;13.0;135.0;140.0;30.0;12.0;1.4;90;3.37;26.4;560.5744680851063;375.3404255319149;TPX DX350;cluster15
72.0;0.3;2.0;90.0;3.0;178.0;13.0;46.0;268.0;273.0;278.0;32.0;60.0;2851.0;1512.4958333333334;2132.270833333333;2582.6390977443607;17.035897435897436;85.53254437869822;111.51612903225806;20.0;16.0;1.5;130;1.78;138.5;500.0;355.0;NEGOMBO BLACK 30% + rPET 70%;cluster4
72.0;0.3;2.0;90.0;3.0;178.0;13.0;46.0;268.0;273.0;278.0;29.0;60.0;3101.0;1512.4958333333334;2132.270833333333;3230.0;17.035897435897436;85.53254437869822;111.51612903225806;30.0;16.0;1.5;123;1.72;123.0;500.0;355.0;NEGOMBO BLACK 30% + rPET 70%;cluster4
72.0;0.3;2.0;90.0;3.0;178.0;14.0;53.0;270.0;275.0;278.0;29.0;60.0;2875.0;1512.4958333333334;2132.270833333333;3040.0;17.035897435897436;85.53254437869822;111.51612903225806;30.0;16.0;1.5;130;1.78;132.0;500.0;355.0;NEGOMBO BLACK 30% + rPET 70%;cluster4
72.0;0.4;2.0;90.0;3.0;2.0;24.0;45.0;285.0;295.0;297.0;251.0;120.0;3037.0;1512.4958333333334;2132.270833333333;3130.0;17.035897435897436;85.53254437869822;111.51612903225806;50.0;25.0;1.5065989847715735;230;2.78;120.0;500.0;355.0;rPET;cluster-1
72.0;0.4;2.0;90.0;3.0;2.0;22.0;43.0;285.0;295.0;297.0;243.0;100.0;3037.0;1512.4958333333334;2132.270833333333;3130.0;17.035897435897436;85.53254437869822;111.51612903225806;50.0;24.0;1.5065989847715735;210;2.43;105.0;500.0;355.0;rPET;cluster1
48.0;0.4;4.0;60.0;2.0;2.0;11.0;65.0;275.0;285.0;286.0;32.0;120.0;1599.0;1799.0;2125.0;2650.0;17.035897435897436;150.0;140.0;30.0;20.0;1.4;85;1.8;20.0;500.0;355.0;TPX 350;cluster14
48.0;0.4;4.0;60.0;2.0;2.0;11.2;65.0;275.0;285.0;286.0;32.0;120.0;1599.0;1799.0;2125.0;2650.0;17.035897435897436;150.0;140.0;30.0;20.0;1.4;85;2.25;22.0;500.0;355.0;TPX 350;cluster14
48.0;0.4;4.0;60.0;2.0;2.0;12.0;92.6;275.0;285.0;286.0;32.0;120.0;1648.0;1826.0;2215.0;2700.0;17.035897435897436;150.0;140.0;30.0;20.0;1.4;88;2.23;23.6;500.0;355.0;TPX 350;cluster14
48.0;0.4;4.0;60.0;2.0;2.0;9.5;87.0;275.0;285.0;288.0;17.1;120.0;980.0;1124.0;1695.0;2134.0;17.035897435897436;160.0;150.0;15.0;18.0;1.4;91;3.42;27.5;500.0;355.0;TPX 350;cluster15
48.0;0.4;4.0;60.0;2.0;2.0;9.5;87.0;275.0;285.0;288.0;17.1;120.0;990.0;1140.0;1700.0;2134.0;17.035897435897436;160.0;150.0;30.0;18.0;1.4;90;3.48;28.2;500.0;355.0;TPX 350;cluster15
48.0;0.4;4.0;60.0;2.0;2.0;9.4;82.0;275.0;285.0;285.0;23.0;120.0;890.0;1050.0;1650.0;2035.0;17.035897435897436;160.0;150.0;30.0;16.0;1.4;90;3.44;28.9;500.0;355.0;TPX 350;cluster15
48.0;0.4;4.0;60.0;2.0;2.0;9.5;82.0;275.0;285.0;285.0;23.0;120.0;1800.0;1920.0;1970.0;2075.0;17.035897435897436;160.0;150.0;30.0;16.0;1.4;88;1.4;25.0;500.0;355.0;TPX 350;cluster-1
72.0;0.6;4.0;105.0;2.5633187772925763;35.612648221343875;30.0;53.0;215.0;220.0;225.0;145.0;120.0;641.0;670.0;2350.0;2370.0;17.035897435897436;50.0;72.0;85.0;25.0;2.3;240;1.72;250.0;560.5744680851063;375.3404255319149;LLDPE ASPUN (RESINEX);cluster-1
72.0;0.6;4.0;105.0;2.5633187772925763;35.612648221343875;30.0;53.0;215.0;220.0;225.0;145.0;120.0;650.0;670.0;2350.0;2475.0;17.035897435897436;50.0;72.0;85.0;25.0;2.3;230;1.84;234.0;560.5744680851063;375.3404255319149;LLDPE ASPUN (RESINEX);cluster-1
72.0;0.6;4.0;105.0;2.5633187772925763;35.612648221343875;30.0;53.0;215.0;220.0;225.0;145.0;120.0;650.0;670.0;2710.0;2900.0;17.035897435897436;50.0;72.0;85.0;25.0;2.3;195;2.1;156.0;560.5744680851063;375.3404255319149;LLDPE ASPUN (RESINEX);cluster-1
72.0;0.6;4.0;105.0;2.5633187772925763;35.612648221343875;22.0;53.0;215.0;220.0;225.0;190.0;140.0;650.0;699.0;2200.0;2520.0;17.035897435897436;50.0;77.0;5.0;20.0;2.3;170;1.81;196.0;560.5744680851063;375.3404255319149;LLDPE ASPUN (RESINEX);cluster-1
48.0;0.4;4.0;60.0;2.0;178.0;15.0;88.0;275.0;285.0;285.0;50.0;120.0;1648.0;1826.0;2215.0;2680.0;17.035897435897436;158.0;150.0;30.0;20.0;1.4;110;2.26;22.17;500.0;355.0;TPX 350;cluster9
48.0;0.4;4.0;60.0;2.0;178.0;17.4;89.0;275.0;285.0;285.0;65.3;120.0;1648.0;1826.0;2215.0;2680.0;17.035897435897436;158.0;150.0;30.0;20.0;1.4;131;2.14;23.11;500.0;355.0;TPX 350;cluster9
48.0;0.4;2.0;60.0;1.0;178.0;11.0;50.0;210.0;215.0;225.0;0.0;40.0;850.0;900.0;1800.0;2109.0;17.035897435897436;70.0;131.0;30.0;18.0;1.35;160;1.12;32.6;500.0;355.0;PLA + 0.1 Silano;cluster5
48.0;0.4;2.0;60.0;1.0;178.0;13.0;55.0;210.0;215.0;225.0;0.0;40.0;850.0;900.0;1300.0;2573.0;17.035897435897436;70.0;131.0;30.0;18.0;1.35;150;1.92;37.7;500.0;355.0;PLA + 0.1 Silano;cluster-1
72.0;0.3;2.0;90.0;1.0;178.0;13.0;79.0;280.0;285.0;290.0;104.4;70.0;2900.0;1512.4958333333334;2132.270833333333;3000.0;14.0;85.53254437869822;111.51612903225806;30.0;20.0;1.3;130;2.45;111.22;500.0;355.0;rPET;cluster4
72.0;0.3;2.0;90.0;1.0;178.0;13.0;79.0;280.0;288.0;295.0;104.2;105.0;2810.0;1512.4958333333334;2132.270833333333;2920.0;14.0;85.53254437869822;111.51612903225806;30.0;18.0;1.3;133;2.58;124.42;500.0;355.0;rPET;cluster4
72.0;0.3;2.0;90.0;2.0;2.0;28.8;48.0;98.3;80.0;240.0;245.0;240.0;2950.0;1512.4958333333334;2132.270833333333;3080.0;17.035897435897436;85.53254437869822;111.51612903225806;40.0;20.0;1.5;260;2.1;65.67;500.0;355.0;PLA;cluster-1
72.0;0.3;2.0;90.0;2.0;2.0;28.0;51.0;100.0;80.0;245.0;250.0;240.0;3050.0;1512.4958333333334;2132.270833333333;3172.0;17.035897435897436;85.53254437869822;111.51612903225806;40.0;18.0;1.5;240;2.32;71.17;500.0;355.0;PLA;cluster-1
72.0;0.3;2.0;90.0;2.0;2.0;23.0;48.5;83.1;80.0;245.0;250.0;240.0;2700.0;1512.4958333333334;2132.270833333333;2800.0;17.035897435897436;85.53254437869822;111.51612903225806;40.0;18.0;1.5;230;2.0;78.0;500.0;355.0;PLA;cluster1
72.0;0.3;2.0;90.0;2.0;2.0;23.5;47.0;82.2;80.0;245.0;250.0;240.0;2600.0;1512.4958333333334;2132.270833333333;2700.0;17.035897435897436;85.53254437869822;111.51612903225806;40.0;18.0;1.5;235;2.05;84.4;500.0;355.0;PLA;cluster1
72.0;0.3;2.0;90.0;2.0;2.0;24.5;48.0;83.6;80.0;245.0;250.0;240.0;2600.0;1512.4958333333334;2132.270833333333;2700.0;17.035897435897436;85.53254437869822;111.51612903225806;40.0;18.0;1.5;250;1.94;78.4;500.0;355.0;PLA;cluster1
72.0;0.3;2.0;90.0;2.0;2.0;21.0;45.0;76.0;80.0;245.0;250.0;240.0;2600.0;1512.4958333333334;2132.270833333333;2700.0;17.035897435897436;85.53254437869822;111.51612903225806;40.0;18.0;1.5;210;2.11;85.3;500.0;355.0;PLA;cluster1
48.0;0.4;4.0;90.0;4.0;178.0;12.0;20.0;90.0;50.0;175.0;180.0;185.0;1500.0;1512.4958333333334;2132.270833333333;2000.0;17.035897435897436;85.53254437869822;111.51612903225806;30.0;20.0;1.4;165;1.28;55.6;500.0;355.0;PHB DAN 04493;cluster5
